# Instancia: E101D11r
# Algoritmo: NearestNeighbor + Relocate (FirstImprovement)
# Distancia total: 2873.58
-7,9,-7,9,1,1,0
-7,8,-7,8,2,2,0
-15,16,-15,16,3,3,0
-2,13,-2,13,4,4,0
0,3,0,3,5,5,0
-9,6,-9,6,6,6,0
2,5,2,5,7,7,0
-13,9,-13,9,8,8,0
-15,10,-15,10,9,9,0
-14,2,-14,2,10,10,0
1,0,1,0,11,11,0
-40,24,-40,24,12,12,0
-54,-15,-54,-15,13,13,0
-43,10,-43,10,14,14,0
-73,-2,-73,-2,15,15,0
-76,4,-76,4,16,16,0
-45,31,-45,31,17,17,0
-29,36,-29,36,18,18,0
-78,11,-78,11,19,19,0
-31,25,-31,25,20,20,0
-67,17,-67,17,21,21,0
-31,4,-31,4,22,22,0
-51,10,-51,10,23,23,0
-30,-9,-30,-9,24,24,0
-51,24,-51,24,25,25,0
-80,-10,-80,-10,26,26,0
-34,4,-34,4,27,27,0
-45,25,-45,25,28,28,0
73,32,73,32,29,29,0
78,59,78,59,30,30,0
58,53,58,53,31,31,0
57,55,57,55,32,32,0
20,85,20,85,33,33,0
-12,81,-12,81,34,34,0
-8,86,-8,86,35,35,0
12,33,12,33,36,36,0
19,86,19,86,37,37,0
-11,44,-11,44,38,38,0
-2,67,-2,67,39,39,0
25,76,25,76,40,40,0
-29,44,-29,44,41,41,0
4,80,4,80,42,42,0
-2,84,-2,84,43,43,0
-8,54,-8,54,44,44,0
-16,34,-16,34,45,45,0
-14,80,-14,80,46,46,0
-17,32,-17,32,47,47,0
19,39,19,39,48,48,0
-20,82,-20,82,49,49,0
17,42,17,42,50,50,0
-4,5,-4,5,51,51,0
-20,25,-20,25,52,52,0
-12,14,-12,14,53,53,0
-11,11,-11,11,54,54,0
-12,4,-12,4,55,55,0
-1,21,-1,21,56,56,0
-1,1,-1,1,57,57,0
-9,21,-9,21,58,58,0
9,3,9,3,59,59,0
5,14,5,14,60,60,0
-9,27,-9,27,61,61,0
-20,11,-20,11,62,62,0
0,30,0,30,63,63,0
-12,15,-12,15,64,64,0
-3,17,-3,17,65,65,0
-58,-60,-58,-60,66,66,0
-71,-58,-71,-58,67,67,0
-32,-34,-32,-34,68,68,0
-59,-37,-59,-37,69,69,0
-48,-19,-48,-19,70,70,0
-71,-49,-71,-49,71,71,0
22,-4,22,-4,72,72,0
13,-10,13,-10,73,73,0
22,-17,22,-17,74,74,0
13,12,13,12,75,75,0
3,-5,3,-5,76,76,0
27,-4,27,-4,77,77,0
2,-3,2,-3,78,78,0
-2,-22,-2,-22,79,79,0
30,1,30,1,80,80,0
22,-6,22,-6,81,81,0
-27,62,-27,62,82,82,0
-20,64,-20,64,83,83,0
-26,69,-26,69,84,84,0
-20,66,-20,66,85,85,0
-29,67,-29,67,86,86,0
-84,-10,-84,-10,87,87,0
-69,-22,-69,-22,88,88,0
-79,-4,-79,-4,89,89,0
-84,-19,-84,-19,90,90,0
-63,-12,-63,-12,91,91,0
-76,-14,-76,-14,92,92,0
-70,-4,-70,-4,93,93,0
30,39,30,39,94,94,0
23,39,23,39,95,95,0
30,48,30,48,96,96,0
36,21,36,21,97,97,0
32,16,32,16,98,98,0
42,30,42,30,99,99,0
62,16,62,16,100,100,0
0,0,0,0,101,101,0
0,0,-4,5,101,51,51
-4,5,-7,9,51,1,51
-7,9,-9,6,1,6,51
-9,6,-12,4,6,55,51
-12,4,-14,2,55,10,51
-14,2,-13,9,10,8,51
-13,9,-15,10,8,9,51
-15,10,-11,11,9,54,51
-11,11,-12,14,54,53,51
-12,14,-12,15,53,64,51
-12,15,-15,16,64,3,51
-15,16,-20,11,3,62,51
-20,11,-31,4,62,22,51
-31,4,-34,4,22,27,51
-34,4,-43,10,27,14,51
-43,10,-51,10,14,23,51
-51,10,-51,24,23,25,51
-51,24,-29,36,25,18,51
-29,36,-17,32,18,47,51
-17,32,-2,67,47,39,51
-2,67,0,0,39,101,51
